"ward","sect","block","lot","propertyAddress","lotSize","cityTax","stateTax","resCode","asOfDate","orig_lot"
"17","10","0414","050","1346 DIVISION ST",1258,"67.44","3.36","PRINCIPAL RESIDENCE","03/25/2015","14.8X85"
"1","90","1902E","103","2702 LIGHTHOUSE POINT EAST U# 514",1046,"3034.80","151.20","PRINCIPAL RESIDENCE","03/25/2015","1046 SQ FT"
"6","100","1719","031","25 N ANN ST",1055.6,"3931.75","195.89","PRINCIPAL RESIDENCE","03/25/2015","14X75.4"
"28","10","3196E","006","4810 REISTERSTOWN ROAD",2055.3,"1843.36","91.84","PRINCIPAL RESIDENCE","03/25/2015","22.1X93"
"27","230","4218P","009","3716 CLARINTH ROAD",4122.24,"2706.59","134.85","PRINCIPAL RESIDENCE","03/25/2015","30.4X135.6"
"8","50","1456","091","1722 N REGESTER ST",1157,"509.55","25.39","PRINCIPAL RESIDENCE","03/25/2015","13X89"
"15","240","3118C","045","3540 LYNCHESTER ROAD",2966.86,"2931.39","146.05","PRINCIPAL RESIDENCE","03/25/2015","26X114.11"
"26","340","4179R","047","3839 ELMORA AVE",1593.6,"1742.20","86.80","PRINCIPAL RESIDENCE","03/25/2015","16X99.6"
"28","20","8222","001","4425 BELVIEU AVE",9931.68,"2070.41","103.15","PRINCIPAL RESIDENCE","03/25/2015","0.228 ACRES"
"27","170","4652F","022C","1916 FAIRBANK ROAD",9029.09,"4902.89","244.27","PRINCIPAL RESIDENCE","03/25/2015","57.11X158.10"
"2","80","1772","050","423 S ANN ST",1200,"5489.62","273.50","PRINCIPAL RESIDENCE","03/25/2015","15X80"
"27","50","5415","053","2819 WHITE AVE",7775,"3783.38","188.50","PRINCIPAL RESIDENCE","03/25/2015","50X155.5"
"15","330","3342","016","2608 KEYWORTH AVE",2760,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","24X115"
"27","560","5138A","233","903 REVERDY ROAD",3000,"2571.71","128.13","PRINCIPAL RESIDENCE","03/25/2015","20X150"
"26","230","5733","008","5927 MARLUTH AVE",6145.44,"3165.18","157.70","PRINCIPAL RESIDENCE","03/25/2015","47.2X130.2"
"25","80","7192","019","1513 CYPRESS ST",2260,"1686.00","84.00","PRINCIPAL RESIDENCE","03/25/2015","22.6X100"
"27","270","5410","007","5501 TRAMORE ROAD",6750,"2807.75","139.89","PRINCIPAL RESIDENCE","03/25/2015","45X150"
"24","130","1930A","005","1409 RIVERSIDE AVE",1092,"5970.69","297.47","PRINCIPAL RESIDENCE","03/25/2015","14X78"
"13","40","3390B","158","2007 CLIPPER PARK ROAD U# 310",1206,"3184.67","158.67","PRINCIPAL RESIDENCE","03/25/2015","1206 SQ FT"
"27","220","4395","013","2413 STEELE ROAD",8232.84,"4610.65","229.71","PRINCIPAL RESIDENCE","03/25/2015","0.189 ACRES"
"25","20","7755","041","2820 HERKIMER ST",6000,"3300.06","164.42","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"27","240","5387","127","1921 E BELVEDERE AVE",2017.8,"2342.42","116.70","PRINCIPAL RESIDENCE","03/25/2015","19X106.2"
"8","260","4178J","035","3424 ELMORA AVE",1264,"1665.77","82.99","PRINCIPAL RESIDENCE","03/25/2015","16X79"
"27","490","5165D","004","5210 MIDWOOD AVE",6250,"2079.40","103.60","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"27","20","5816","009","5504 BENTON HEIGHTS AVE",12166,"3628.27","180.77","PRINCIPAL RESIDENCE","03/25/2015","77X158"
"27","560","5138A","737","1026 LENTON AVE",9066.01,"2738.06","136.42","PRINCIPAL RESIDENCE","03/25/2015","79.11X114.6"
"9","230","3970B","013","1522 ROUNDHILL ROAD",2094.4,"2537.99","126.45","PRINCIPAL RESIDENCE","03/25/2015","22X95.2"
"23","80","1003","036","1528 S CHARLES ST",1955.7,"7688.16","383.04","PRINCIPAL RESIDENCE","03/25/2015","15.9X123"
"7","190","1594","057","901 N LAKEWOOD AVE",1050,"809.28","40.32","PRINCIPAL RESIDENCE","03/25/2015","15X70"
"27","410","5183B","013","4520 SAINT GEORGES AVE",2812.4,"2906.66","144.82","PRINCIPAL RESIDENCE","03/25/2015","31.6X89"
"9","190","3965","047","1612 CHILTON ST",1976,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","20.8X95"
"13","10","3675B","032","3747 KESWICK ROAD",1464,"5250.59","261.60","PRINCIPAL RESIDENCE","03/25/2015","15X97.6"
"26","200","6159A","035","434 N CLINTON ST",1057,"1465.70","73.02","PRINCIPAL RESIDENCE","03/25/2015","15.10X70"
"25","60","7134","005","4209 AUDREY AVE",1966.5,"1701.74","84.78","PRINCIPAL RESIDENCE","03/25/2015","17.10X115"
"15","330","3350G","026","2400 OSWEGO AVE",2667.5,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","27.5X97"
"27","680","4975","032","5917 MEADOWOOD ROAD",12676,"11655.88","580.72","PRINCIPAL RESIDENCE","03/25/2015","0.291 ACRES"
"19","100","0291","015","1829 RAMSAY ST",720,"809.28","40.32","PRINCIPAL RESIDENCE","03/25/2015","12X60"
"8","130","1553","051","2219 E BIDDLE ST",980,"292.24","14.56","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"26","10","6722","021","6421 BUSHEY ST",2105.04,"2539.50","126.52","PRINCIPAL RESIDENCE","03/25/2015","17.9X117.6"
"15","270","3059B","032","3210 MONDAWMIN AVE",1756.8,"2009.71","100.13","PRINCIPAL RESIDENCE","03/25/2015","18X97.6"
"16","140","0116","058","906 EDMONDSON AVE",1577,"316.97","15.79","PRINCIPAL RESIDENCE","03/25/2015","16.6X95"
"28","50","7900","029","4603 ROKEBY ROAD",1900,"2353.66","117.26","PRINCIPAL RESIDENCE","03/25/2015","19X100"
"26","220","6003","035","4311 BERGER AVE",1500,"2236.76","111.44","PRINCIPAL RESIDENCE","03/25/2015","15X100"
"25","10","8181","008","5007 OVERTON ST",7563.1,"3758.66","187.26","PRINCIPAL RESIDENCE","03/25/2015","53X142.7"
"25","10","8139D","015","426 RANDOM ROAD",1805,"2996.58","149.30","PRINCIPAL RESIDENCE","03/25/2015","19X95"
"13","130","3528","023","3455 HICKORY AVE",1024,"2412.10","120.18","PRINCIPAL RESIDENCE","03/25/2015","12.8X80"
"14","140","0381","004","228 W LAFAYETTE AVE",1710,"8492.94","423.14","PRINCIPAL RESIDENCE","03/25/2015","17.10X100"
"9","240","3970F","208B","1537 KENNEWICK ROAD",2000,"3056.54","152.28","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"27","50","5415","029","2922 BAYONNE AVE",6985,"2836.23","141.31","PRINCIPAL RESIDENCE","03/25/2015","55X127"
"27","360","5475","250","2903 GLENDALE AVE",3220,"3273.09","163.07","PRINCIPAL RESIDENCE","03/25/2015","35X92"
"1","130","1860","010","3120 FAIT AVE",945,"3956.48","197.12","PRINCIPAL RESIDENCE","03/25/2015","12.6X75"
"8","160","1476F","003","3004 E FEDERAL ST",1912.59,"2176.81","108.45","PRINCIPAL RESIDENCE","03/25/2015","19.9X96.11"
"12","10","3702","016","4100 N CHARLES ST U# P-28",207.71,"132.63","6.61","PRINCIPAL RESIDENCE","03/25/2015","207.71 S.F."
"13","100","3459","038","815 WHITELOCK ST",1680,"3193.67","159.12","PRINCIPAL RESIDENCE","03/25/2015","16X105"
"1","30","1766","041","2104 BANK ST",910,"4053.14","201.94","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"16","170","2515","039","814 ALLENDALE ST",1600,"1708.48","85.12","PRINCIPAL RESIDENCE","03/25/2015","20X80"
"26","170","6353","041","6817 GOUGH ST",1400,"1872.58","93.30","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"27","20","5804","097","4907 ROSS ROAD",6250,"3133.71","156.13","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"27","170","4673","026","1931 KELLY AVE",8058.6,"5921.23","295.01","PRINCIPAL RESIDENCE","03/25/2015","0.185 ACRES"
"27","20","5750","034","5705 BELLE VISTA AVE",12893.8,"3527.11","175.73","PRINCIPAL RESIDENCE","03/25/2015","0.296 ACRES"
"27","230","4318","900","6210 PARK HEIGHTS AVE U# 900",1919,"1236.40","61.60","PRINCIPAL RESIDENCE","03/25/2015","1919 S.F."
"9","150","3964","009","1816 E 32ND ST",1947.5,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","20.5X95"
"15","300","3252","072","2315 WICHITA AVE",2994.6,"974.89","48.57","PRINCIPAL RESIDENCE","03/25/2015","21X142.6"
"25","40","7481","005","2507 BANGER ST",3717,"2942.63","146.61","PRINCIPAL RESIDENCE","03/25/2015","30X123.9"
"27","240","5387","893","1701 HARTSDALE ROAD",3777.18,"2913.41","145.15","PRINCIPAL RESIDENCE","03/25/2015","35.4X106.7"
"27","40","5603","011","6414 BROOK AVE",13500,"2918.65","145.41","PRINCIPAL RESIDENCE","03/25/2015","90X150"
"27","30","5680","013","5908 BURGESS AVE",5856.4,"3070.77","152.99","PRINCIPAL RESIDENCE","03/25/2015","44X133.10"
"27","190","4747","102","4908 POE AVE",5175,"2373.89","118.27","PRINCIPAL RESIDENCE","03/25/2015","34.5X150"
"2","70","1783","033","525 S WASHINGTON ST",1176,"5498.61","273.95","PRINCIPAL RESIDENCE","03/25/2015","14X84"
"28","50","8036","021","515 N ROCK GLEN ROAD",6735,"2971.86","148.06","PRINCIPAL RESIDENCE","03/25/2015","50X134.7"
"16","60","2528J","046","4108 GLEN HUNT ROAD",1440,"1694.99","84.45","PRINCIPAL RESIDENCE","03/25/2015","16X90"
"27","90","5267O","845","1608 HARTSDALE ROAD",2322,"2868.45","142.91","PRINCIPAL RESIDENCE","03/25/2015","20X116.10"
"27","60","5384B","003","5007 MORELLO ROAD",16302,"3629.78","180.84","PRINCIPAL RESIDENCE","03/25/2015","78X209"
"28","50","7900E","104","4807 WESTPARKWAY",4018.6,"2744.81","136.75","PRINCIPAL RESIDENCE","03/25/2015","35.5X113.2"
"1","110","1879","059","2908 DILLON ST",990,"3309.06","164.86","PRINCIPAL RESIDENCE","03/25/2015","13.2X75"
"27","260","5361A","013","2801 SOUTHERN AVE",15466.5,"3695.71","184.13","PRINCIPAL RESIDENCE","03/25/2015","103.11X150"
"21","50","0777","007","1224 BAYARD ST",840,"1721.97","85.79","PRINCIPAL RESIDENCE","03/25/2015","12X70"
"6","10","1677","001","401 N LINWOOD AVE",1120,"3124.72","155.68","PRINCIPAL RESIDENCE","03/25/2015","16X70"
"25","80","7228","009","4208 MORRISON CT",617.6,"1686.00","84.00","PRINCIPAL RESIDENCE","03/25/2015","16X38.6"
"15","230","3118B","029A","3308 DORCHESTER ROAD",9120,"4647.36","231.54","PRINCIPAL RESIDENCE","03/25/2015","76X120"
"27","140","4940","002","325 HAWTHORN ROAD",15120,"12858.56","640.64","PRINCIPAL RESIDENCE","03/25/2015","80X189"
"8","240","4149H","036","2804 ERDMAN AVE",1920,"2355.90","117.38","PRINCIPAL RESIDENCE","03/25/2015","20X96"
"27","350","5482C","019","2736 KILDAIRE DR",6500,"2625.66","130.82","PRINCIPAL RESIDENCE","03/25/2015","50X130"
"27","190","4803","010","4805 NURTON AVE",5454.56,"2731.32","136.08","PRINCIPAL RESIDENCE","03/25/2015","58.4X93.4"
"27","190","4798","001","2704 WOODLAND AVE",5220,"1825.38","90.94","PRINCIPAL RESIDENCE","03/25/2015","34.8X150"
"27","130","3591A","018","4324 ROLAND AVE",2346.12,"7528.55","375.09","PRINCIPAL RESIDENCE","03/25/2015","34.2X68.6"
"26","90","6445","009","717 S EATON ST",1020,"3459.67","172.37","PRINCIPAL RESIDENCE","03/25/2015","13.6X75"
"1","100","1886","022","1023 S ELLWOOD AVE",1050,"5743.64","286.16","PRINCIPAL RESIDENCE","03/25/2015","14X75"
"20","180","2253","016A","146 S KOSSUTH ST",1470,"1814.14","90.38","PRINCIPAL RESIDENCE","03/25/2015","14X105"
"28","40","8393G","019","4813 W FOREST PARK AVE",7318.08,"5894.26","293.66","PRINCIPAL RESIDENCE","03/25/2015","0.168 ACRES"
"26","200","6047","049","4927 SCHAUB AVE",2176,"2160.33","107.63","PRINCIPAL RESIDENCE","03/25/2015","16X136"
"28","50","7900","035","4615 ROKEBY ROAD",1900,"2353.66","117.26","PRINCIPAL RESIDENCE","03/25/2015","19X100"
"15","330","3347C","047","2633 LOYOLA SOUTHWAY",2200,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","22X100"
"27","230","4205","005K","7308 PARK HEIGHTS AVE U# B",900.8,"899.20","44.80","PRINCIPAL RESIDENCE","03/25/2015","900.8 S.F."
"25","50","7620","040","307 SWALE AVE",4181.76,"3389.98","168.90","PRINCIPAL RESIDENCE","03/25/2015","0.096 ACRES"
"20","150","0177","037","1954 W FAYETTE ST",1200,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","15X80"
"27","220","4397","007A","6122 RUSK AVE",10000,"5689.69","283.47","PRINCIPAL RESIDENCE","03/25/2015","50X200"
"16","60","2517A","009","839 N WOODINGTON ROAD",2000,"2009.71","100.13","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"9","240","3970F","191D","1546 UPSHIRE ROAD",2000,"3183.91","158.63","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"27","70","5346","023","2820 MONTEBELLO TERR",7550,"3023.56","150.64","PRINCIPAL RESIDENCE","03/25/2015","50X151"
"1","120","1843B","133","717 S POTOMAC ST",959,"6029.14","300.38","PRINCIPAL RESIDENCE","03/25/2015","13.7X70"
"26","220","6042","033","4402 WILLSHIRE AVE",8515,"3095.50","154.22","PRINCIPAL RESIDENCE","03/25/2015","65X131"
"27","220","4388","109","6302 PIMLICO ROAD",11529,"6340.10","315.88","PRINCIPAL RESIDENCE","03/25/2015","90X128.10"
"25","10","8146","042","4783 MELBOURNE ROAD",3129.3,"1798.40","89.60","PRINCIPAL RESIDENCE","03/25/2015","28.5X109.8"
"15","190","3263","035","2616 W FOREST PARK AVE",2089.5,"2218.78","110.54","PRINCIPAL RESIDENCE","03/25/2015","19.9X105"
"27","40","5585","003","4007 OVERLEA AVE",7250,"4743.28","236.32","PRINCIPAL RESIDENCE","03/25/2015","50X145"
"13","20","3590","015I","4204 EVANS CHAPEL ROAD",1190,"2971.86","148.06","PRINCIPAL RESIDENCE","03/25/2015","14X85"
"15","290","2814","021","3600 WINDSOR MILL ROAD",13620,"2733.57","136.19","PRINCIPAL RESIDENCE","03/25/2015","68.1X200"
"1","140","1743","014","1 S ELLWOOD AVE",1050,"5883.02","293.10","PRINCIPAL RESIDENCE","03/25/2015","15X70"
"27","550","5129","022","720 HIGHWOOD DR",7300,"4663.09","232.32","PRINCIPAL RESIDENCE","03/25/2015","50X146"
"12","180","3724","043","3539 NEWLAND ROAD",3230.4,"6407.54","319.24","PRINCIPAL RESIDENCE","03/25/2015","24X134.6"
"26","60","6461","012","917 S CLINTON ST",952,"5226.60","260.40","PRINCIPAL RESIDENCE","03/25/2015","14X68"
"24","100","2020","058","1415 HULL ST",945.131,"5219.86","260.06","PRINCIPAL RESIDENCE","03/25/2015","12.1X78.11"
"25","50","7616","009","3016 ASCENSION ST",2744.28,"2279.47","113.57","PRINCIPAL RESIDENCE","03/25/2015","0.063 ACRES"
"28","20","8212A","022","5530 BELLE AVE",3255,"2326.68","115.92","PRINCIPAL RESIDENCE","03/25/2015","31X105"
"27","680","4975","018","5901 N CHARLES ST",108900,"23830.31","1187.28","PRINCIPAL RESIDENCE","03/25/2015","2.5 ACRES"
"27","510","5138","031","807 E BELVEDERE AVE",6250,"4626.38","230.50","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"10","130","1174","084","1224 E CHASE ST",1400,"2071.91","103.23","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"6","150","1727","018","2601 E FAIRMOUNT AVE",1022,"2949.38","146.94","PRINCIPAL RESIDENCE","03/25/2015","14X73"
"16","230","2352","031","2318 MOSHER ST",1425,"1548.87","77.17","PRINCIPAL RESIDENCE","03/25/2015","15X95"
"27","20","5844","033","4015 CHESMONT AVE",5695,"3160.69","157.47","PRINCIPAL RESIDENCE","03/25/2015","50X113.9"
"27","230","4218F","001","3901 GLENGYLE AVE",2959.32,"2877.44","143.36","PRINCIPAL RESIDENCE","03/25/2015","27.1X109.2"
"15","140","0023","042","1555 N GILMOR ST",763.2,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","12X63.6"
"15","350","3196F","021","2831 WALDORF AVE",1515.36,"644.43","32.11","PRINCIPAL RESIDENCE","03/25/2015","17.6X86.1"
"26","300","6132","039","4119 RAYMONN AVE",1665.6,"1773.67","88.37","PRINCIPAL RESIDENCE","03/25/2015","16X104.1"
"15","240","3100H","007","3452 DOLFIELD AVE",2310,"2641.40","131.60","PRINCIPAL RESIDENCE","03/25/2015","21X110"
"25","20","2108B","020","940 WILMINGTON AVE",3750,"2841.47","141.57","PRINCIPAL RESIDENCE","03/25/2015","30X125"
"26","360","4179F","016","3610 ELMLEY AVE",2020,"2034.44","101.36","PRINCIPAL RESIDENCE","03/25/2015","20.2X100"
"13","10","3561","019","3837 ROLAND AVE",2400,"3387.74","168.78","PRINCIPAL RESIDENCE","03/25/2015","15X160"
"11","90","0515","045","104 W MADISON ST U# 6",695,"5282.80","263.20","PRINCIPAL RESIDENCE","03/25/2015","695 SQ FT"
"27","390","3971H","003","1004 ARGONNE DR",6155.11,"4792.74","238.78","PRINCIPAL RESIDENCE","03/25/2015","41.9X146.9"
"26","330","4179S","050","3817 RAVENWOOD AVE",2639.4,"2214.28","110.32","PRINCIPAL RESIDENCE","03/25/2015","26.5X99.6"
"12","10","3702","912","4100 N CHARLES ST U# 912",1381.25,"3821.60","190.40","PRINCIPAL RESIDENCE","03/25/2015","1381.25 S.F."
"26","400","5907","022","3025 KENYON AVE",1379.84,"2070.41","103.15","PRINCIPAL RESIDENCE","03/25/2015","15.4X89.6"
"22","80","0883","012","131 W LEE ST",725.12,"6584.39","328.05","PRINCIPAL RESIDENCE","03/25/2015","8.8X82.4"
"15","10","2975","035","4510 WHITE OAK AVE",6315.8,"2609.19","130.00","PRINCIPAL RESIDENCE","03/25/2015","46X137.3"
"28","50","7993B","027","810 WEDGEWOOD ROAD",4207.4,"2567.22","127.90","PRINCIPAL RESIDENCE","03/25/2015","38.6X109"
"9","10","3912","006","610 CATOR AVE",2310,"2499.03","124.51","PRINCIPAL RESIDENCE","03/25/2015","23.1X100"
"27","600","5237B","029","1525 SHERWOOD AVE",2221.1,"2922.40","145.60","PRINCIPAL RESIDENCE","03/25/2015","19X116.9"
"26","440","6072G","031","5501 BUCKNELL ROAD",4564.63,"2699.85","134.51","PRINCIPAL RESIDENCE","03/25/2015","42.7X106.9"
"27","60","5370A","036A","5028 PLYMOUTH ROAD",4912.96,"2807.75","139.89","PRINCIPAL RESIDENCE","03/25/2015","41.6X118.10"
"25","10","8139F","019C","5303 WYNDHOLME CIR U# 103",1330,"2877.44","143.36","PRINCIPAL RESIDENCE","03/25/2015","1330 SQ FT"
"24","90","2011","051","719 HARVEY ST",833,"4075.62","203.06","PRINCIPAL RESIDENCE","03/25/2015","11.9X70"
"25","20","7836","012","2823 CARROLL ST",6250,"3331.54","165.98","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"27","320","5445A","012","2411 E NORTHERN PKWY",8750,"3389.98","168.90","PRINCIPAL RESIDENCE","03/25/2015","70X125"
"9","230","3970E","017","1633 SHADYSIDE ROAD",2000,"2376.88","118.42","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"8","250","4178H","009","3316 ELMLEY AVE",1120,"1524.14","75.94","PRINCIPAL RESIDENCE","03/25/2015","16X70"
"27","190","4536A","077","5324 WINNER AVE",2530.98,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","21.8X116.10"
"10","40","1152","045","429 E PRESTON ST",1190,"764.32","38.08","PRINCIPAL RESIDENCE","03/25/2015","14X85"
"26","30","6574","006","904 PONCA ST",1141,"2785.27","138.77","PRINCIPAL RESIDENCE","03/25/2015","16.3X70"
"9","240","3970G","013","1523 ROUNDHILL ROAD",2174,"2748.56","136.94","PRINCIPAL RESIDENCE","03/25/2015","20X108.7"
"27","410","5200","057","4741 IVANHOE AVE",1610,"1715.22","85.46","PRINCIPAL RESIDENCE","03/25/2015","14X115"
"7","140","1622","077","708 N MADEIRA ST",936,"809.28","40.32","PRINCIPAL RESIDENCE","03/25/2015","12X78"
"5","80","1343","008","1418 E BALTIMORE ST U# 200",761.4,"2248.00","112.00","PRINCIPAL RESIDENCE","03/25/2015","761.4 S.F."
"27","530","5152","006","510 WOODBOURNE AVE",2500,"2431.59","121.15","PRINCIPAL RESIDENCE","03/25/2015","25X100"
"26","230","5748","006","5833 BELAIR ROAD",2345.76,"2502.02","124.66","PRINCIPAL RESIDENCE","03/25/2015","16.2X144.8"
"1","140","1751","010","119 S POTOMAC ST",959.1,"3394.48","169.12","PRINCIPAL RESIDENCE","03/25/2015","13.9X69"
"20","20","2213B","027","2618 LAURETTA AVE",1036,"1686.00","84.00","PRINCIPAL RESIDENCE","03/25/2015","14X74"
"26","220","6005","003D","4308 ARIZONA AVE",7848,"2618.92","130.48","PRINCIPAL RESIDENCE","03/25/2015","65.4X120"
"25","80","7231","041A","4115 PASCAL AVE",1481.04,"2886.43","143.81","PRINCIPAL RESIDENCE","03/25/2015","0.034 ACRES"
"26","360","4179D","026","3402 CLIFTMONT AVE",1977.6,"1958.01","97.55","PRINCIPAL RESIDENCE","03/25/2015","20.6X96"
"27","190","4616","096","2903 OAKLEY AVE",2040,"67.44","3.36","PRINCIPAL RESIDENCE","03/25/2015","20.4X100"
"28","50","7993A","301","1111 STAMFORD ROAD",1600,"2140.10","106.62","PRINCIPAL RESIDENCE","03/25/2015","16X100"
"20","190","2275C","060","23 N KOSSUTH ST",2181.48,"2020.95","100.69","PRINCIPAL RESIDENCE","03/25/2015","19.6X111.3"
"27","40","5555","295","3205 WOODRING AVE",2867.04,"2636.90","131.38","PRINCIPAL RESIDENCE","03/25/2015","26.4X108.6"
"20","170","2281","100","126 N EDGEWOOD ST",1764,"2135.60","106.40","PRINCIPAL RESIDENCE","03/25/2015","19.6X90"
"27","40","5575","002","3811 WALNUT AVE",9425,"3151.70","157.02","PRINCIPAL RESIDENCE","03/25/2015","65X145"
"28","10","4257","036","4235 LABYRINTH ROAD",2870,"2722.33","135.63","PRINCIPAL RESIDENCE","03/25/2015","28.7X100"
"26","300","6129","055","3920 ELMORA AVE",1600,"1677.01","83.55","PRINCIPAL RESIDENCE","03/25/2015","16X100"
"8","170","1498","019","2027 E OLIVER ST",1022,"269.76","13.44","PRINCIPAL RESIDENCE","03/25/2015","14X73"
"27","220","4491","006","5507 STUART AVE",5875.1,"4172.29","207.87","PRINCIPAL RESIDENCE","03/25/2015","38.5X152.6"
"28","50","8030A","012","317 NORTH BEND ROAD",5610.8,"2540.24","126.56","PRINCIPAL RESIDENCE","03/25/2015","52X107.9"
"28","40","8415","008","5215 WINDSOR MILL ROAD",7855,"3372.00","168.00","PRINCIPAL RESIDENCE","03/25/2015","50X157.1"
"26","10","6750B","001","6607 HARTWAIT ST",9287.5,"3576.57","178.19","PRINCIPAL RESIDENCE","03/25/2015","74.3X125"
"1","90","1902E","206","2772 LIGHTHOUSE POINT EAST U# 202",963,"4637.62","231.06","PRINCIPAL RESIDENCE","03/25/2015","963 SQ FT"
"27","180","3350A","046","2827 OAKFORD AVE",1270.8,"1126.25","56.11","PRINCIPAL RESIDENCE","03/25/2015","18X70.6"
"20","80","2140","080","2613 SLOATFIELD ST",816,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","12X68"
"1","60","1837","059","603 S MONTFORD AVE",728,"7220.58","359.74","PRINCIPAL RESIDENCE","03/25/2015","13X56"
"27","610","5028","070","5208 DOWNING ROAD",3092.76,"7299.26","363.66","PRINCIPAL RESIDENCE","03/25/2015","0.071 ACRES"
"20","30","2298B","006","411 NORMANDY AVE",2205,"2032.19","101.25","PRINCIPAL RESIDENCE","03/25/2015","21X105"
"27","190","4536A","026","5305 HAMLIN AVE",1500,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","15X100"
"26","200","6049","016","4930 GREENCREST ROAD",2289.44,"2283.97","113.79","PRINCIPAL RESIDENCE","03/25/2015","16.4X139.6"
"16","70","2363","020","2530 HARLEM AVE",2047,"1661.27","82.77","PRINCIPAL RESIDENCE","03/25/2015","23X89"
"16","170","2515","011","3701 WOODRIDGE ROAD",1460,"1748.94","87.14","PRINCIPAL RESIDENCE","03/25/2015","14.6X100"
"28","20","8243","040","3701 HOWARD PARK AVE",3269.6,"3264.10","162.62","PRINCIPAL RESIDENCE","03/25/2015","53.6X61"
"28","50","2527","041","4205 FLOWERTON ROAD",1836,"2142.34","106.74","PRINCIPAL RESIDENCE","03/25/2015","18X102"
"12","140","3827","054","2418 BARCLAY ST",2380,"1537.63","76.61","PRINCIPAL RESIDENCE","03/25/2015","14X170"
"12","110","1095","047","330 E LAFAYETTE AVE",1200,"1238.65","61.71","PRINCIPAL RESIDENCE","03/25/2015","15X80"
"15","40","3043","052","2912 ELGIN AVE",1910,"1741.46","86.76","PRINCIPAL RESIDENCE","03/25/2015","19.10X100"
"15","370","0012","023","1642 APPLETON ST",1232,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","14X88"
"25","10","2530A","005","301 MARTINGALE AVE",1600,"2857.21","142.35","PRINCIPAL RESIDENCE","03/25/2015","20X80"
"27","510","5140D","016","831 BENNINGHAUS ROAD",4518.8,"2549.23","127.01","PRINCIPAL RESIDENCE","03/25/2015","31.6X143"
"1","120","1871","042","821 S ELLWOOD AVE",1120,"5379.46","268.02","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"13","10","3561","082","3820 - 3822 ELM AVE",2080,"5850.80","291.50","PRINCIPAL RESIDENCE","03/25/2015","26X80"
"27","360","5478","016","2706 BAUERNWOOD AVE",5625,"3794.62","189.06","PRINCIPAL RESIDENCE","03/25/2015","45X125"
"25","80","7257","101","1102 PARK CIR",3175,"3082.01","153.55","PRINCIPAL RESIDENCE","03/25/2015","25.4X125"
"9","160","4098","003","1304 HOMESTEAD ST",1269.9,"690.14","34.38","PRINCIPAL RESIDENCE","03/25/2015","14.11X90"
"12","10","3702","032E","4100 N CHARLES ST U# P-177",225.82,"132.63","6.61","PRINCIPAL RESIDENCE","03/25/2015","225.82 S.F."
"27","190","4798","061","4810 LANIER AVE",5500,"2589.70","129.02","PRINCIPAL RESIDENCE","03/25/2015","50X110"
"27","570","5137E","151","1109 CEDARCROFT ROAD",3363,"2684.11","133.73","PRINCIPAL RESIDENCE","03/25/2015","35.4X95"
"13","150","3579","007","4112 FALLS ROAD",1330,"3046.78","151.80","PRINCIPAL RESIDENCE","03/25/2015","14X95"
"27","90","5267O","150","1514 STONEWOOD ROAD",3319.96,"2643.65","131.71","PRINCIPAL RESIDENCE","03/25/2015","28.4X116.9"
"14","30","0322","032","1925 DRUID HILL AVE",1660,"1726.46","86.02","PRINCIPAL RESIDENCE","03/25/2015","16.6X100"
"27","220","4360B","008","5901 HIGHGATE DR",5860.8,"3023.56","150.64","PRINCIPAL RESIDENCE","03/25/2015","49.5X118.4"
"13","120","3670B","016","3307 BEECH AVE",1080,"3883.80","193.50","PRINCIPAL RESIDENCE","03/25/2015","13.5X80"
"26","170","6353","119","6839 EASTBROOK AVE",2289.12,"2169.32","108.08","PRINCIPAL RESIDENCE","03/25/2015","22.8X100.4"
"8","180","1469","032I","2021 E LANVALE ST",1020,"412.13","20.53","PRINCIPAL RESIDENCE","03/25/2015","15X68"
"26","290","6111","015","3829 SHANNON DR",4549.4,"2023.20","100.80","PRINCIPAL RESIDENCE","03/25/2015","43X105.8"
